Localidad,Estudiantes,Latitud,Longitud
Suba,188,4.693419,-74.118
Chapinero,249,4.683132,-74.103209
Engativá,114,4.748477,-74.057005
Suba,162,4.748477,-74.146295
Chapinero,290,4.748477,-74.057005
Suba,197,4.748477,-74.057005
Suba,179,4.648283,-74.103209
Engativá,103,4.693419,-74.146295
Chapinero,234,4.748477,-74.030012
Usaquén,310,4.683132,-74.118
Fontibón,325,4.693419,-74.146295
Usaquén,108,4.683132,-74.030012
Fontibón,153,4.648283,-74.146295
Engativá,304,4.693419,-74.146295
Usaquén,397,4.748477,-74.103209
Chapinero,491,4.678601,-74.030012
Chapinero,287,4.748477,-74.146295
Usaquén,432,4.648283,-74.030012
Chapinero,381,4.648283,-74.057005
Usaquén,362,4.648283,-74.118
Engativá,69,4.648283,-74.118
Usaquén,373,4.648283,-74.030012
Engativá,89,4.678601,-74.057005
Usaquén,478,4.693419,-74.118
Fontibón,295,4.748477,-74.118
Engativá,253,4.748477,-74.103209
Engativá,326,4.648283,-74.030012
Engativá,356,4.678601,-74.103209
Engativá,197,4.648283,-74.146295
Engativá,132,4.748477,-74.057005
Fontibón,362,4.748477,-74.057005
Engativá,95,4.748477,-74.030012
Chapinero,347,4.683132,-74.103209
Engativá,171,4.648283,-74.030012
Usaquén,197,4.648283,-74.118
Engativá,76,4.693419,-74.103209
Suba,340,4.648283,-74.030012
Chapinero,490,4.648283,-74.118
Usaquén,484,4.678601,-74.118
Suba,193,4.748477,-74.057005
Usaquén,394,4.683132,-74.057005
Chapinero,283,4.648283,-74.057005
Chapinero,75,4.648283,-74.057005
Chapinero,485,4.683132,-74.103209
Fontibón,487,4.683132,-74.146295
Usaquén,175,4.683132,-74.030012
Fontibón,119,4.648283,-74.118
Usaquén,493,4.693419,-74.118
Suba,167,4.748477,-74.030012
Chapinero,359,4.748477,-74.118
Fontibón,121,4.693419,-74.057005
Suba,375,4.683132,-74.103209
Usaquén,460,4.683132,-74.030012
Suba,53,4.678601,-74.030012
Fontibón,311,4.693419,-74.057005
Usaquén,93,4.748477,-74.057005
Chapinero,379,4.693419,-74.057005
Chapinero,324,4.678601,-74.103209
Usaquén,68,4.693419,-74.030012
Usaquén,112,4.748477,-74.103209
Chapinero,116,4.648283,-74.118
Fontibón,192,4.678601,-74.118
Engativá,235,4.648283,-74.103209
Fontibón,488,4.693419,-74.057005
Suba,220,4.748477,-74.118
Usaquén,416,4.693419,-74.057005
Engativá,102,4.693419,-74.146295
Engativá,270,4.693419,-74.103209
Suba,181,4.683132,-74.057005
Suba,378,4.648283,-74.118
Usaquén,445,4.648283,-74.118
Fontibón,460,4.683132,-74.030012
Chapinero,98,4.693419,-74.030012
Suba,154,4.693419,-74.146295
Fontibón,434,4.683132,-74.146295
Suba,322,4.748477,-74.146295
Usaquén,60,4.683132,-74.030012
Engativá,277,4.748477,-74.030012
Engativá,108,4.748477,-74.146295
Engativá,76,4.693419,-74.030012
Engativá,495,4.693419,-74.118
Engativá,316,4.683132,-74.030012
Usaquén,484,4.748477,-74.118
Usaquén,255,4.693419,-74.103209
Engativá,73,4.693419,-74.103209
Chapinero,378,4.678601,-74.103209
Suba,291,4.693419,-74.057005
Suba,493,4.648283,-74.103209
Usaquén,215,4.648283,-74.030012
Chapinero,473,4.693419,-74.057005
Suba,93,4.683132,-74.030012
Engativá,363,4.678601,-74.057005
Chapinero,472,4.648283,-74.103209
Suba,290,4.648283,-74.146295
Engativá,266,4.748477,-74.118
Usaquén,68,4.693419,-74.030012
Suba,270,4.648283,-74.118
Fontibón,130,4.683132,-74.103209
Usaquén,211,4.648283,-74.118
Chapinero,476,4.648283,-74.146295
Suba,178,4.678601,-74.057005
Engativá,209,4.748477,-74.057005
Suba,354,4.693419,-74.103209
Usaquén,339,4.678601,-74.146295
Usaquén,453,4.693419,-74.103209
Usaquén,202,4.693419,-74.057005
Usaquén,485,4.678601,-74.146295
Engativá,216,4.678601,-74.030012
Usaquén,352,4.648283,-74.118
Suba,132,4.693419,-74.146295
Suba,59,4.693419,-74.103209
Fontibón,295,4.683132,-74.057005
Usaquén,227,4.693419,-74.103209
Usaquén,238,4.693419,-74.103209
Usaquén,144,4.683132,-74.057005
Chapinero,469,4.683132,-74.146295
Usaquén,244,4.748477,-74.118
Usaquén,356,4.748477,-74.030012
Chapinero,368,4.683132,-74.146295
Chapinero,387,4.678601,-74.146295
Engativá,133,4.748477,-74.103209
Chapinero,471,4.648283,-74.118
Engativá,268,4.648283,-74.118
Fontibón,128,4.683132,-74.146295
Usaquén,177,4.693419,-74.057005
Usaquén,170,4.678601,-74.057005
Usaquén,273,4.648283,-74.057005
Usaquén,423,4.678601,-74.118
Chapinero,179,4.648283,-74.118
Usaquén,395,4.683132,-74.118
Engativá,496,4.648283,-74.146295
Chapinero,144,4.693419,-74.103209
Engativá,289,4.693419,-74.146295
Suba,453,4.693419,-74.103209
Fontibón,448,4.678601,-74.118
Chapinero,357,4.748477,-74.030012
Fontibón,430,4.693419,-74.146295
Chapinero,94,4.678601,-74.103209
Chapinero,308,4.683132,-74.146295
Engativá,195,4.748477,-74.057005
Chapinero,69,4.683132,-74.103209
Chapinero,241,4.678601,-74.057005
Usaquén,418,4.683132,-74.118
Chapinero,417,4.693419,-74.118
Suba,475,4.648283,-74.103209
Chapinero,268,4.748477,-74.103209
Suba,288,4.748477,-74.030012
Suba,51,4.693419,-74.118
Usaquén,248,4.683132,-74.057005
Fontibón,308,4.748477,-74.057005
Usaquén,291,4.693419,-74.103209
Engativá,123,4.693419,-74.146295
Usaquén,220,4.693419,-74.118
Fontibón,380,4.693419,-74.057005
Usaquén,306,4.748477,-74.146295
Suba,217,4.648283,-74.103209
Chapinero,254,4.648283,-74.103209
Suba,163,4.678601,-74.146295
Usaquén,99,4.678601,-74.103209
Chapinero,204,4.678601,-74.057005
Engativá,93,4.683132,-74.103209
Usaquén,138,4.648283,-74.030012
Fontibón,79,4.648283,-74.103209
Chapinero,344,4.683132,-74.146295
Suba,420,4.648283,-74.146295
Suba,341,4.693419,-74.030012
Chapinero,437,4.683132,-74.146295
Suba,394,4.748477,-74.118
Suba,429,4.693419,-74.057005
Suba,117,4.748477,-74.118
Engativá,302,4.748477,-74.146295
Suba,128,4.683132,-74.146295
Suba,57,4.748477,-74.057005
Engativá,324,4.678601,-74.030012
Engativá,414,4.693419,-74.118
Fontibón,266,4.693419,-74.030012
Fontibón,190,4.693419,-74.030012
Chapinero,429,4.648283,-74.146295
Fontibón,315,4.748477,-74.030012
Suba,90,4.683132,-74.030012
Engativá,80,4.683132,-74.030012
Chapinero,356,4.748477,-74.103209
Suba,471,4.683132,-74.057005
Chapinero,192,4.748477,-74.146295
Usaquén,467,4.648283,-74.030012
Usaquén,108,4.693419,-74.118
Usaquén,192,4.648283,-74.057005
Usaquén,300,4.678601,-74.118
Fontibón,402,4.748477,-74.103209
Fontibón,486,4.678601,-74.146295
Usaquén,271,4.748477,-74.030012
Engativá,254,4.693419,-74.103209
Chapinero,282,4.683132,-74.146295
Usaquén,321,4.683132,-74.118
Fontibón,111,4.678601,-74.103209
Fontibón,110,4.693419,-74.118
Chapinero,135,4.678601,-74.118
Suba,350,4.693419,-74.103209
Engativá,491,4.648283,-74.146295
Suba,419,4.678601,-74.146295
Fontibón,50,4.683132,-74.057005
Engativá,237,4.678601,-74.146295
Chapinero,271,4.678601,-74.146295
Engativá,327,4.648283,-74.146295
Suba,145,4.683132,-74.146295
Suba,67,4.648283,-74.103209
Usaquén,363,4.678601,-74.146295
Usaquén,300,4.678601,-74.103209
Engativá,60,4.678601,-74.146295
Suba,371,4.748477,-74.118
Fontibón,245,4.748477,-74.103209
Suba,293,4.683132,-74.030012
Suba,338,4.648283,-74.057005
Suba,332,4.683132,-74.030012
Chapinero,437,4.678601,-74.118
Usaquén,104,4.683132,-74.118
Engativá,322,4.683132,-74.146295
Chapinero,335,4.748477,-74.118
Fontibón,363,4.678601,-74.146295
Suba,215,4.693419,-74.118
Usaquén,179,4.748477,-74.118
Fontibón,56,4.678601,-74.118
Suba,390,4.678601,-74.146295
Chapinero,100,4.683132,-74.103209
Chapinero,155,4.683132,-74.146295
Engativá,78,4.683132,-74.146295
Usaquén,406,4.748477,-74.057005
Suba,410,4.748477,-74.146295
Chapinero,418,4.648283,-74.030012
Fontibón,450,4.683132,-74.118
Chapinero,248,4.748477,-74.103209
Suba,275,4.748477,-74.030012
Fontibón,54,4.678601,-74.057005
Chapinero,373,4.648283,-74.103209
Engativá,345,4.678601,-74.030012
Suba,248,4.683132,-74.118
Fontibón,336,4.693419,-74.118
Engativá,180,4.693419,-74.118
Fontibón,132,4.683132,-74.030012
Suba,59,4.748477,-74.103209
Chapinero,242,4.748477,-74.057005
Chapinero,474,4.748477,-74.103209
Engativá,454,4.693419,-74.030012
Chapinero,414,4.648283,-74.146295
Chapinero,479,4.748477,-74.118
Usaquén,399,4.693419,-74.118
Engativá,176,4.693419,-74.118
Engativá,112,4.648283,-74.057005
Chapinero,115,4.683132,-74.057005
Chapinero,228,4.693419,-74.030012
Chapinero,283,4.693419,-74.057005
Engativá,290,4.648283,-74.118
Fontibón,217,4.748477,-74.030012
Chapinero,164,4.648283,-74.057005
Chapinero,163,4.748477,-74.030012
Suba,123,4.678601,-74.118
Engativá,466,4.693419,-74.057005
Chapinero,447,4.648283,-74.057005
Usaquén,157,4.683132,-74.057005
Engativá,117,4.678601,-74.030012
Chapinero,85,4.648283,-74.030012
Engativá,365,4.678601,-74.103209
Suba,68,4.678601,-74.057005
Engativá,142,4.678601,-74.057005
Chapinero,345,4.748477,-74.057005
Chapinero,453,4.693419,-74.103209
Engativá,225,4.748477,-74.103209
Chapinero,407,4.683132,-74.103209
Engativá,474,4.748477,-74.103209
Suba,402,4.748477,-74.057005
Suba,498,4.683132,-74.057005
Engativá,370,4.693419,-74.030012
Engativá,165,4.693419,-74.118
Usaquén,78,4.693419,-74.118
Usaquén,235,4.683132,-74.118
Suba,269,4.648283,-74.057005
Fontibón,376,4.683132,-74.103209
Chapinero,144,4.678601,-74.118
Chapinero,97,4.648283,-74.057005
Fontibón,309,4.683132,-74.057005
Suba,455,4.678601,-74.146295
Suba,426,4.678601,-74.118
Usaquén,400,4.683132,-74.146295
Suba,87,4.683132,-74.118
Suba,298,4.693419,-74.030012
Chapinero,132,4.693419,-74.146295
Engativá,247,4.683132,-74.146295
Fontibón,189,4.683132,-74.118
Chapinero,261,4.678601,-74.103209
Engativá,203,4.648283,-74.030012
Usaquén,198,4.648283,-74.146295
Usaquén,183,4.693419,-74.146295
Chapinero,61,4.693419,-74.118
Chapinero,218,4.648283,-74.146295
Usaquén,238,4.693419,-74.030012
Usaquén,159,4.693419,-74.146295
Chapinero,376,4.748477,-74.057005
Suba,249,4.693419,-74.146295
Fontibón,487,4.693419,-74.030012
Suba,53,4.748477,-74.103209
Engativá,108,4.648283,-74.057005
Chapinero,126,4.678601,-74.118
Chapinero,280,4.748477,-74.103209
Fontibón,294,4.693419,-74.057005
Usaquén,382,4.648283,-74.118
Suba,274,4.693419,-74.030012
Chapinero,161,4.683132,-74.030012
Usaquén,352,4.748477,-74.103209
Usaquén,81,4.678601,-74.118
Suba,418,4.693419,-74.030012
Usaquén,194,4.648283,-74.146295
Usaquén,268,4.683132,-74.030012
Engativá,428,4.748477,-74.030012
Engativá,365,4.648283,-74.118
Usaquén,279,4.648283,-74.103209
Chapinero,442,4.693419,-74.030012
Chapinero,305,4.693419,-74.030012
Usaquén,454,4.693419,-74.118
Fontibón,76,4.648283,-74.103209
Usaquén,318,4.678601,-74.103209
Usaquén,215,4.693419,-74.118
Usaquén,256,4.693419,-74.103209
Engativá,134,4.648283,-74.103209
Fontibón,210,4.648283,-74.030012
Usaquén,201,4.693419,-74.146295
Fontibón,131,4.678601,-74.057005
Usaquén,50,4.693419,-74.118
Engativá,376,4.693419,-74.057005
Fontibón,380,4.678601,-74.103209
Fontibón,380,4.683132,-74.030012
Engativá,55,4.648283,-74.057005
Suba,155,4.748477,-74.057005
Suba,251,4.648283,-74.103209
Chapinero,435,4.683132,-74.146295
Suba,63,4.683132,-74.146295
Engativá,168,4.648283,-74.146295
Fontibón,325,4.683132,-74.118
Usaquén,52,4.683132,-74.057005
Fontibón,361,4.678601,-74.118
Fontibón,296,4.648283,-74.146295
Chapinero,390,4.693419,-74.057005
Engativá,133,4.678601,-74.146295
Fontibón,461,4.678601,-74.103209
Chapinero,172,4.748477,-74.118
Engativá,238,4.648283,-74.057005
Chapinero,321,4.748477,-74.057005
Usaquén,238,4.683132,-74.057005
Fontibón,409,4.693419,-74.146295
Chapinero,408,4.648283,-74.118
Fontibón,405,4.648283,-74.057005
Engativá,272,4.693419,-74.103209
Suba,477,4.648283,-74.057005
Usaquén,400,4.648283,-74.118
Engativá,261,4.678601,-74.118
Suba,81,4.648283,-74.030012
Fontibón,310,4.693419,-74.103209
Suba,232,4.648283,-74.030012
Engativá,330,4.678601,-74.057005
Suba,384,4.678601,-74.118
Chapinero,148,4.748477,-74.057005
Chapinero,267,4.683132,-74.118
Suba,223,4.678601,-74.146295
Chapinero,377,4.683132,-74.057005
Engativá,180,4.648283,-74.103209
Usaquén,467,4.693419,-74.057005
Fontibón,75,4.748477,-74.103209
Fontibón,303,4.693419,-74.057005
Suba,88,4.683132,-74.103209
Fontibón,319,4.683132,-74.146295
Fontibón,313,4.678601,-74.118
Chapinero,269,4.748477,-74.118
Chapinero,413,4.748477,-74.146295
Usaquén,477,4.748477,-74.103209
Suba,470,4.678601,-74.030012
Usaquén,279,4.683132,-74.030012
Chapinero,331,4.683132,-74.146295
Fontibón,441,4.693419,-74.103209
Fontibón,305,4.693419,-74.118
Suba,52,4.648283,-74.118
Chapinero,241,4.678601,-74.103209
Suba,101,4.683132,-74.118
Chapinero,234,4.683132,-74.118
Chapinero,381,4.648283,-74.103209
Usaquén,417,4.693419,-74.146295
Chapinero,216,4.748477,-74.030012
Chapinero,384,4.683132,-74.146295
Engativá,447,4.693419,-74.118
Fontibón,425,4.748477,-74.030012
Chapinero,498,4.748477,-74.103209
Chapinero,204,4.748477,-74.146295
Usaquén,370,4.678601,-74.103209
Chapinero,477,4.678601,-74.030012
Fontibón,304,4.648283,-74.146295
Engativá,262,4.678601,-74.146295
Suba,423,4.693419,-74.103209
Engativá,378,4.678601,-74.118
Suba,363,4.748477,-74.146295
Fontibón,71,4.648283,-74.057005
Suba,321,4.683132,-74.103209
Fontibón,402,4.648283,-74.103209
Engativá,93,4.683132,-74.103209
Usaquén,137,4.678601,-74.103209
Chapinero,252,4.648283,-74.118
Engativá,230,4.693419,-74.103209
Chapinero,220,4.693419,-74.146295
Chapinero,155,4.693419,-74.118
Fontibón,68,4.748477,-74.103209
Engativá,437,4.648283,-74.057005
Fontibón,65,4.683132,-74.030012
Chapinero,407,4.748477,-74.103209
Fontibón,268,4.678601,-74.118
Suba,123,4.678601,-74.030012
Suba,128,4.693419,-74.030012
Chapinero,447,4.648283,-74.030012
Chapinero,300,4.693419,-74.057005
Chapinero,183,4.678601,-74.118
Chapinero,246,4.748477,-74.030012
Fontibón,414,4.648283,-74.103209
Usaquén,249,4.678601,-74.057005
Chapinero,302,4.748477,-74.057005
Fontibón,336,4.748477,-74.030012
Engativá,74,4.678601,-74.103209
Suba,268,4.693419,-74.146295
Suba,471,4.678601,-74.118
Engativá,460,4.748477,-74.103209
Usaquén,467,4.678601,-74.030012
Usaquén,195,4.648283,-74.057005
Suba,302,4.683132,-74.057005
Chapinero,162,4.683132,-74.103209
Fontibón,442,4.678601,-74.057005
Suba,425,4.693419,-74.146295
Engativá,337,4.683132,-74.146295
Fontibón,395,4.648283,-74.030012
Engativá,107,4.648283,-74.103209
Usaquén,219,4.683132,-74.057005
Fontibón,113,4.648283,-74.030012
Usaquén,184,4.678601,-74.030012
Suba,470,4.693419,-74.118
Suba,194,4.678601,-74.057005
Fontibón,331,4.693419,-74.118
Chapinero,457,4.683132,-74.118
Suba,305,4.693419,-74.118
Engativá,485,4.748477,-74.057005
Fontibón,138,4.693419,-74.103209
Suba,134,4.683132,-74.030012
Chapinero,227,4.748477,-74.030012
Suba,62,4.748477,-74.103209
Fontibón,428,4.678601,-74.146295
Engativá,229,4.693419,-74.146295
Suba,264,4.748477,-74.103209
Usaquén,269,4.648283,-74.030012
Engativá,89,4.683132,-74.146295
Suba,213,4.648283,-74.146295
Suba,417,4.748477,-74.118
Engativá,306,4.683132,-74.146295
Chapinero,114,4.748477,-74.103209
Fontibón,256,4.693419,-74.146295
Fontibón,404,4.683132,-74.118
Engativá,477,4.748477,-74.030012
Engativá,316,4.693419,-74.118
Chapinero,390,4.748477,-74.030012
Usaquén,340,4.648283,-74.118
Usaquén,253,4.683132,-74.030012
Engativá,66,4.683132,-74.057005
Engativá,348,4.678601,-74.103209
Usaquén,441,4.683132,-74.030012
Fontibón,438,4.693419,-74.030012
Fontibón,211,4.693419,-74.118
Engativá,431,4.748477,-74.030012
Suba,462,4.648283,-74.103209
Chapinero,409,4.678601,-74.057005
Usaquén,292,4.683132,-74.103209
Usaquén,298,4.748477,-74.030012
Fontibón,262,4.748477,-74.103209
Usaquén,302,4.683132,-74.103209
Usaquén,409,4.693419,-74.118
Chapinero,469,4.678601,-74.146295
Chapinero,434,4.678601,-74.146295
Fontibón,372,4.683132,-74.057005
Chapinero,199,4.648283,-74.146295
Chapinero,174,4.648283,-74.057005
Suba,450,4.693419,-74.030012
Usaquén,485,4.748477,-74.057005
Engativá,232,4.648283,-74.118
Suba,320,4.648283,-74.146295
Chapinero,438,4.693419,-74.118
Chapinero,490,4.748477,-74.146295
Chapinero,106,4.678601,-74.146295
Engativá,492,4.748477,-74.030012
Engativá,278,4.678601,-74.057005
Engativá,354,4.683132,-74.030012
Fontibón,373,4.748477,-74.118
Chapinero,133,4.748477,-74.103209
Engativá,107,4.648283,-74.146295
Fontibón,369,4.748477,-74.146295
Fontibón,486,4.693419,-74.118
Fontibón,59,4.748477,-74.103209
Fontibón,190,4.683132,-74.118
Chapinero,347,4.748477,-74.103209
Chapinero,428,4.648283,-74.146295
Fontibón,409,4.648283,-74.118
Suba,238,4.648283,-74.030012
Chapinero,60,4.683132,-74.146295
Fontibón,391,4.678601,-74.118
Fontibón,379,4.748477,-74.118
Usaquén,254,4.648283,-74.103209
Suba,367,4.678601,-74.146295
Fontibón,344,4.648283,-74.146295
Fontibón,475,4.683132,-74.057005
Fontibón,466,4.748477,-74.030012
Chapinero,284,4.678601,-74.030012
Fontibón,359,4.683132,-74.030012
Engativá,484,4.693419,-74.146295
Suba,141,4.683132,-74.103209
Chapinero,413,4.648283,-74.103209
Chapinero,76,4.748477,-74.103209
Suba,471,4.683132,-74.146295
Chapinero,173,4.678601,-74.146295
Engativá,441,4.693419,-74.146295
Suba,190,4.693419,-74.057005
Engativá,123,4.683132,-74.118
Fontibón,405,4.678601,-74.118
Suba,106,4.648283,-74.146295
Fontibón,232,4.648283,-74.030012
Suba,233,4.678601,-74.118
Suba,263,4.693419,-74.118
Engativá,494,4.683132,-74.057005
Fontibón,192,4.748477,-74.057005
Fontibón,77,4.748477,-74.057005
Chapinero,432,4.678601,-74.057005
Usaquén,378,4.748477,-74.103209
Chapinero,305,4.693419,-74.146295
Engativá,146,4.693419,-74.103209
Chapinero,490,4.683132,-74.146295
Engativá,274,4.748477,-74.118
Usaquén,412,4.748477,-74.057005
Usaquén,192,4.748477,-74.146295
Engativá,294,4.748477,-74.103209
Usaquén,213,4.648283,-74.103209
Usaquén,270,4.748477,-74.057005
Usaquén,447,4.748477,-74.118
Suba,201,4.748477,-74.103209
Chapinero,311,4.748477,-74.103209
Fontibón,216,4.683132,-74.103209
Fontibón,344,4.648283,-74.103209
Suba,406,4.678601,-74.118
Engativá,350,4.648283,-74.030012
Chapinero,155,4.748477,-74.057005
Chapinero,343,4.648283,-74.057005
Usaquén,170,4.678601,-74.030012
Suba,52,4.683132,-74.146295
Suba,294,4.693419,-74.103209
Fontibón,373,4.678601,-74.103209
Usaquén,220,4.683132,-74.146295
Engativá,307,4.678601,-74.103209
Usaquén,352,4.648283,-74.030012
Usaquén,140,4.683132,-74.030012
Usaquén,226,4.683132,-74.057005
Chapinero,313,4.693419,-74.103209
Engativá,301,4.683132,-74.103209
Suba,268,4.693419,-74.118
Suba,468,4.678601,-74.030012
Engativá,168,4.748477,-74.057005
Chapinero,390,4.648283,-74.057005
Chapinero,379,4.683132,-74.030012
Fontibón,101,4.648283,-74.118
Fontibón,154,4.648283,-74.146295
Chapinero,163,4.648283,-74.057005
Fontibón,350,4.748477,-74.030012
Chapinero,421,4.693419,-74.103209
Chapinero,205,4.693419,-74.118
Fontibón,235,4.748477,-74.146295
Engativá,313,4.648283,-74.146295
Suba,318,4.648283,-74.057005
Engativá,166,4.683132,-74.103209
Suba,174,4.693419,-74.057005
Suba,86,4.748477,-74.103209
Fontibón,110,4.748477,-74.030012
Fontibón,208,4.648283,-74.057005
Suba,312,4.748477,-74.030012
Engativá,108,4.678601,-74.057005
Usaquén,196,4.693419,-74.118
Usaquén,366,4.683132,-74.118
Suba,255,4.678601,-74.057005
Suba,270,4.683132,-74.030012
Suba,279,4.748477,-74.103209
Usaquén,346,4.648283,-74.057005
Chapinero,312,4.748477,-74.057005
Fontibón,379,4.693419,-74.030012
Usaquén,471,4.648283,-74.057005
Fontibón,310,4.683132,-74.030012
Fontibón,189,4.748477,-74.146295
Fontibón,402,4.648283,-74.030012
Suba,67,4.748477,-74.030012
Chapinero,445,4.648283,-74.030012
Engativá,88,4.693419,-74.057005
Suba,184,4.748477,-74.103209
Usaquén,399,4.678601,-74.030012
Fontibón,309,4.678601,-74.118
Usaquén,266,4.683132,-74.146295
Chapinero,342,4.683132,-74.146295
Chapinero,217,4.683132,-74.030012
Suba,382,4.748477,-74.146295
Fontibón,431,4.678601,-74.030012
Fontibón,289,4.748477,-74.030012
Suba,282,4.683132,-74.057005
Engativá,293,4.693419,-74.103209
Chapinero,484,4.683132,-74.103209
Chapinero,70,4.678601,-74.118
Suba,150,4.683132,-74.030012
Engativá,187,4.748477,-74.103209
Suba,258,4.683132,-74.030012
Engativá,72,4.683132,-74.057005
Fontibón,400,4.693419,-74.118
Chapinero,288,4.748477,-74.030012
Engativá,177,4.648283,-74.146295
Fontibón,408,4.683132,-74.057005
Chapinero,155,4.678601,-74.118
Fontibón,174,4.693419,-74.146295
Suba,74,4.693419,-74.103209
Engativá,478,4.678601,-74.103209
Engativá,299,4.648283,-74.030012
Usaquén,354,4.648283,-74.146295
Chapinero,440,4.748477,-74.146295
Fontibón,251,4.678601,-74.030012
Suba,417,4.678601,-74.030012
Usaquén,464,4.748477,-74.030012
Usaquén,449,4.693419,-74.146295
Fontibón,335,4.648283,-74.118
Chapinero,362,4.748477,-74.146295
Suba,145,4.748477,-74.057005
Chapinero,252,4.683132,-74.118
Engativá,309,4.748477,-74.030012
Engativá,53,4.678601,-74.057005
Chapinero,179,4.683132,-74.103209
Chapinero,355,4.748477,-74.057005
Fontibón,76,4.683132,-74.118
Fontibón,186,4.748477,-74.057005
Fontibón,358,4.693419,-74.103209
Engativá,87,4.683132,-74.057005
Usaquén,461,4.683132,-74.030012
Fontibón,99,4.648283,-74.146295
Chapinero,409,4.693419,-74.030012
Fontibón,164,4.648283,-74.103209
Chapinero,228,4.693419,-74.030012
Usaquén,457,4.693419,-74.057005
Engativá,459,4.648283,-74.103209
Usaquén,183,4.748477,-74.146295
Engativá,106,4.648283,-74.057005
Engativá,497,4.683132,-74.118
Suba,143,4.683132,-74.030012
Suba,344,4.748477,-74.118
Fontibón,315,4.678601,-74.103209
Suba,395,4.648283,-74.030012
Suba,124,4.648283,-74.103209
Usaquén,164,4.693419,-74.030012
Usaquén,161,4.748477,-74.030012
Suba,101,4.648283,-74.030012
Usaquén,226,4.693419,-74.103209
Suba,266,4.683132,-74.103209
Chapinero,409,4.748477,-74.118
Suba,393,4.683132,-74.030012
Suba,271,4.648283,-74.146295
Engativá,63,4.748477,-74.146295
Fontibón,345,4.678601,-74.057005
Fontibón,317,4.648283,-74.118
Engativá,253,4.748477,-74.057005
Suba,355,4.648283,-74.146295
Engativá,379,4.693419,-74.103209
Usaquén,305,4.678601,-74.057005
Chapinero,496,4.648283,-74.118
Suba,349,4.648283,-74.103209
Fontibón,249,4.683132,-74.030012
Chapinero,482,4.678601,-74.030012
Suba,287,4.748477,-74.118
Fontibón,462,4.648283,-74.103209
Engativá,433,4.748477,-74.103209
Suba,312,4.678601,-74.057005
Chapinero,100,4.678601,-74.118
Suba,161,4.748477,-74.030012
Fontibón,163,4.693419,-74.030012
Fontibón,414,4.748477,-74.118
Fontibón,465,4.683132,-74.103209
Suba,206,4.648283,-74.103209
Usaquén,433,4.678601,-74.118
Fontibón,467,4.678601,-74.030012
Chapinero,429,4.748477,-74.146295
Engativá,459,4.693419,-74.118
Chapinero,294,4.748477,-74.057005
Fontibón,183,4.678601,-74.103209
Usaquén,258,4.678601,-74.057005
Fontibón,333,4.693419,-74.103209
Suba,137,4.748477,-74.118
Engativá,491,4.648283,-74.118
Suba,263,4.693419,-74.030012
Engativá,306,4.748477,-74.057005
Suba,241,4.693419,-74.030012
Usaquén,434,4.683132,-74.103209
Chapinero,493,4.748477,-74.118
Suba,225,4.648283,-74.057005
Fontibón,500,4.678601,-74.057005
Fontibón,306,4.748477,-74.030012
Chapinero,58,4.748477,-74.057005
Chapinero,101,4.648283,-74.146295
Suba,359,4.748477,-74.030012
Chapinero,157,4.648283,-74.030012
Chapinero,197,4.693419,-74.030012
Usaquén,119,4.748477,-74.057005
Usaquén,214,4.648283,-74.118
Chapinero,150,4.648283,-74.146295
Engativá,374,4.683132,-74.146295
Suba,401,4.748477,-74.103209
Chapinero,387,4.683132,-74.103209
Fontibón,170,4.693419,-74.103209
Suba,489,4.693419,-74.030012
Engativá,203,4.648283,-74.118
Usaquén,498,4.648283,-74.057005
Fontibón,413,4.748477,-74.118
Engativá,285,4.648283,-74.118
Usaquén,469,4.678601,-74.118
Engativá,432,4.683132,-74.146295
Usaquén,392,4.678601,-74.118
Usaquén,346,4.748477,-74.030012
Suba,162,4.748477,-74.057005
Fontibón,310,4.693419,-74.030012
Chapinero,469,4.678601,-74.103209
Engativá,469,4.648283,-74.103209
Suba,348,4.648283,-74.146295
Chapinero,238,4.693419,-74.118
Suba,268,4.693419,-74.146295
Usaquén,185,4.693419,-74.146295
Usaquén,202,4.678601,-74.146295
Fontibón,82,4.748477,-74.118
Chapinero,260,4.648283,-74.057005
Chapinero,233,4.683132,-74.146295
Engativá,334,4.648283,-74.146295
Suba,290,4.693419,-74.118
Usaquén,476,4.648283,-74.118
Chapinero,180,4.678601,-74.103209
Fontibón,191,4.648283,-74.057005
Fontibón,301,4.683132,-74.057005
Engativá,482,4.648283,-74.030012
Engativá,363,4.648283,-74.118
Usaquén,113,4.748477,-74.030012
Fontibón,148,4.648283,-74.146295
Chapinero,180,4.678601,-74.103209
Suba,145,4.683132,-74.030012
Fontibón,463,4.678601,-74.030012
Usaquén,413,4.693419,-74.103209
Usaquén,143,4.678601,-74.030012
Engativá,479,4.678601,-74.057005
Usaquén,195,4.748477,-74.146295
Suba,65,4.678601,-74.146295
Fontibón,212,4.648283,-74.057005
Suba,284,4.683132,-74.118
Fontibón,176,4.648283,-74.057005
Chapinero,91,4.748477,-74.103209
Suba,218,4.678601,-74.118
Suba,155,4.648283,-74.030012
Engativá,165,4.683132,-74.146295
Usaquén,437,4.678601,-74.103209
Usaquén,293,4.693419,-74.146295
Fontibón,136,4.648283,-74.030012
Engativá,430,4.678601,-74.103209
Suba,245,4.748477,-74.030012
Fontibón,460,4.693419,-74.118
Usaquén,482,4.648283,-74.103209
Suba,470,4.648283,-74.118
